METHOD,THRESHOLD,WHOLE_IMAGE,MAG1C,SAMPLED,SPED_UP,PRECISION,WAVELENGTH_RANGE,CHANNEL_N,SELECT_STRATEGY,AUPRC_all,BEST_THRESHOLD_all,BEST_F1-SCORE_all,AUPRC_strong,BEST_THRESHOLD_strong,BEST_F1-SCORE_strong,AUPRC_weak,BEST_THRESHOLD_weak,BEST_F1-SCORE_weak,TN_all_seg,FP_all_seg,FN_all_seg,TP_all_seg,Recall_all_seg,Precision_all_seg,F1-score_all_seg,Iou_all_seg,TN_all_tile_clas,FP_all_tile_clas,FN_all_tile_clas,TP_all_tile_clas,FPR_all_tile_clas,TN_strong_seg,FP_strong_seg,FN_strong_seg,TP_strong_seg,Recall_strong_seg,Precision_strong_seg,F1-score_strong_seg,Iou_strong_seg,TN_weak_seg,FP_weak_seg,FN_weak_seg,TP_weak_seg,Recall_weak_seg,Precision_weak_seg,F1-score_weak_seg,Iou_weak_seg
MAG1C_TILE_SAMPLED-0.01,300.0,True,GENERATED,0.01,True,float64,200-2600,25,SELECT-EVENLY-SPACED,0.044440331466236625,1777.035400390625,0.1286864985538328,0.21086421299785904,999.1047973632812,0.2901909007492368,0.04107064405198877,1898.97314453125,0.12134940399202337,78525934,912092,109754,80655,0.42358817072722404,0.08124426465151746,0.13633874146773547,0.0731563962300261,0,175,0,167,1.0,6126396,86009,92599,59586,0.3915366166179321,0.4092585597032865,0.400201491033649,0.2501574346960881,29086723,356574,17155,21069,0.551198200083717,0.05579078653649081,0.10132566421476095,0.05336653174534826
CEM,0.004,True,-,-,True,float64,200-2600,100,SELECT-HIGHEST-VARIANCE,0.07766140808528083,0.012203293852508068,0.16129800369463876,0.20060367557003572,0.007970155216753483,0.25464077609612273,0.12812669770267343,0.014325861819088459,0.2307287473976591,78927080,510946,120566,69843,0.3668051405133161,0.12025537673750708,0.18112858176499422,0.09958295014650213,0,175,0,167,1.0,6154876,57529,104806,47379,0.3113250320333804,0.4516242803218058,0.3685747958909811,0.22592196992093994,29246735,196562,15760,22464,0.5876935956467141,0.10256316601681992,0.1746472303206997,0.09567861797551813
MF,0.004,True,-,-,True,float64,200-2600,100,SELECT-HIGHEST-VARIANCE,0.1072728464483402,0.012153120711445808,0.1615139059118594,0.24963344299036289,0.007761263754218817,0.2543926819178803,0.12944517351743873,0.013953328132629395,0.23185067746590912,78927650,510376,120876,69533,0.4141505916211944,0.16827922341201929,0.23931789937528739,0.09922158722004609,0,175,0,167,1.0,6155717,56688,105138,47047,0.3626507211617439,0.53763126619518,0.43313621541443814,0.22524213277924862,29244420,198877,15738,22486,0.5882691502720804,0.10157975813482831,0.17324442287171543,0.0948372212685733
ACE,0.03,True,-,-,True,float64,200-2600,100,SELECT-HIGHEST-VARIANCE,0.12229147755124346,0.11300371587276459,0.12449672254157114,0.21123008329259912,0.058846183121204376,0.17792776022397738,0.16756845194020625,0.1231859102845192,0.23853435323376082,79303808,134218,152834,37575,0.2645148075983803,0.2891008862561418,0.27626191292423724,0.11574822796625049,0,175,0,167,1.0,6203815,8590,129211,22974,0.21601340473765482,0.8228991964755062,0.34219867384221425,0.14289535064531178,29396088,47209,23623,14601,0.381985140226036,0.2362239119883514,0.29192074694603837,0.1709058560509405
MAG1C_TILE,300.0,True,GENERATED,0.01,True,float64,200-2600,100,SELECT-HIGHEST-VARIANCE,0.1471810825992352,1086.1177978515625,0.24978711944336804,0.3837233921136276,707.6990356445312,0.4143773410926154,0.12454579868993855,1134.1705322265625,0.23810969093222747,79134016,304010,106508,83901,0.44063568423761484,0.21628930347425054,0.29015423986720157,0.16969614840853608,0,175,0,167,1.0,6186667,25738,91153,61032,0.40103821007326607,0.7033767431139795,0.5108242137640978,0.3430247916233427,29335852,107445,15355,22869,0.5982890330682293,0.17549150513375386,0.27138093486335424,0.15699290858041176
MAG1C_TILE_SAMPLED-0.01,300.0,True,GENERATED,0.01,True,float64,200-2600,100,SELECT-HIGHEST-VARIANCE,0.12539150876810515,1151.0511474609375,0.23617078792964236,0.36471200646675894,744.0277709960938,0.4066538909926385,0.11079681322661307,1245.3037109375,0.2276479218209589,78949031,488995,87897,102512,0.5383779128087433,0.17330648665189086,0.26220719361159,0.15088518760560726,0,175,0,167,1.0,6164106,48299,76024,76161,0.5004501100634097,0.6119315442712518,0.5506045654177737,0.3798856766624768,29259181,184116,11873,26351,0.6893836333193805,0.12520252581164742,0.21191760055651387,0.11851668615633715
CEM,0.004,True,-,-,True,float64,2122-2488,72,SELECT-ALL,0.0863267284843276,0.012876056134700775,0.1709146329954602,0.22785201424729556,0.008381552994251251,0.2796385163584214,0.11949680872050784,0.014614535495638847,0.2191341848239906,78848594,589432,114403,76006,0.39917230803165815,0.11421950655057271,0.17761585890936116,0.09746345729449978,0,175,0,167,1.0,6145479,66926,98683,53502,0.35155895784735686,0.44426545321685984,0.39251246272188045,0.244177608609335,29222087,221210,15720,22504,0.5887400586019255,0.09233774013803064,0.15963793458136186,0.08674267829197407
MF,0.004,True,-,-,True,float64,2122-2488,72,SELECT-ALL,0.10583049232482687,0.01281452551484108,0.1699566522689336,0.26479921352629304,0.008444233797490597,0.2791789695465052,0.12084762388685788,0.014585376717150211,0.21966293823691008,78852762,585264,114576,75833,0.44086676575161887,0.14816743299414883,0.2217939030125607,0.09776413514457767,0,175,0,167,1.0,6145223,67182,98853,53332,0.39651082563984624,0.5271235892239421,0.45258211736999415,0.24311769773940475,29223261,220036,15723,22501,0.5886615738802846,0.0927734737380276,0.16028579467946047,0.08712537752652366
ACE,0.03,True,-,-,True,float64,2122-2488,72,SELECT-ALL,0.11835288641913672,0.15286263823509216,0.12520399110611596,0.21306474717854182,0.08203165978193283,0.18439840380566716,0.1549090132530617,0.17531444132328033,0.2257068542471733,79050694,387332,142086,48323,0.3156100814562337,0.13698583298191228,0.19104949261171447,0.08364128562798902,0,175,0,167,1.0,6185507,26898,121107,31078,0.263869632355357,0.648080305989058,0.3750396921755048,0.17353964362893184,29305251,138046,20979,17245,0.4511563415655086,0.11104957788925308,0.1782290778492623,0.09783287002893289
MAG1C_TILE,300.0,True,GENERATED,0.05,True,float64,2122-2488,72,SELECT-ALL,0.12488609905962564,1103.553955078125,0.23295695680206074,0.3830484874353628,701.86376953125,0.4181745902715474,0.1095679102717773,1203.91796875,0.22290407850032729,79156024,282002,107181,83228,0.43710118744387083,0.22787832324836405,0.2995758037142821,0.17617710002518994,0,175,0,167,1.0,6188772,23633,90774,61411,0.40352860005913854,0.7221085555712338,0.5177360272142107,0.349287331217509,29344373,98924,16407,21817,0.57076705734617,0.18069255679512344,0.2744880948636492,0.15907632630443025
MAG1C_TILE_SAMPLED-0.05,300.0,True,GENERATED,0.05,True,float64,2122-2488,72,SELECT-ALL,0.12335124435269021,1116.4346923828125,0.23238808764538643,0.3884526820244635,673.6858520507812,0.42492335594042585,0.10540039926856959,1194.546142578125,0.2205741573659022,79094238,343788,93592,96817,0.5084686123029899,0.21973649867795417,0.30686165441654223,0.1812383820949949,0,175,0,167,1.0,6181788,30617,79216,72969,0.4794756382035023,0.7044291699650532,0.5705807147800182,0.39916959333048874,29314485,128812,14376,23848,0.623901213897028,0.1562164286650072,0.249869030405901,0.14277161809430303
CEM,0.004,True,-,-,True,float64,200-2600,35,SELECT-HIGHEST-TRANSMITTANCE,0.05773047543385658,0.016816098242998123,0.12971035851728274,0.19382282054904504,0.01065133512020111,0.25219850301073093,0.052731824928526856,0.01910627819597721,0.1291669016368066,78127421,1310605,110153,80256,0.42149268154341446,0.05770238722632959,0.10150828131818095,0.053467855729526836,0,175,0,167,1.0,6081423,130982,91684,60501,0.39754903571311234,0.315960163565434,0.3520898076050142,0.21365837120850947,28915728,527569,18469,19755,0.516821892005023,0.03609379453486417,0.06747525395014585,0.034915596340004205
MF,0.004,True,-,-,True,float64,200-2600,35,SELECT-HIGHEST-TRANSMITTANCE,0.05135080914051168,0.016371887177228928,0.127248016282051,0.1756562535918928,0.01043736096471548,0.2471117264568868,0.05317291356435444,0.01910223811864853,0.12695100080317778,78106452,1331574,111224,79185,0.43039982353775297,0.05527579215460387,0.09796946941771452,0.05202751936125436,0,175,0,167,1.0,6075351,137054,92382,59803,0.4021355586950094,0.3030733726872945,0.3456467285866376,0.20675980763313384,28903932,539365,18842,19382,0.5070636249476769,0.034688329422797794,0.06493447755418605,0.033556733248036236
ACE,0.03,True,-,-,True,float64,200-2600,35,SELECT-HIGHEST-TRANSMITTANCE,0.06330944014970302,0.28200891613960266,0.0903011226537728,0.14978294752547897,0.1648457944393158,0.1628433400755627,0.06721181563858487,0.3219788074493408,0.11989536968180296,76231692,3206334,127249,63160,0.3618053768466827,0.020611872613355425,0.03900183032496902,0.018594282817393015,0,175,0,167,1.0,5988144,224261,106086,46099,0.3333114301672307,0.18373031396241724,0.2368838276877383,0.1224584668186141,28266551,1176746,21163,17061,0.4463426119715362,0.01429125478406476,0.02769573168207618,0.014042322032642782
MAG1C_TILE,300.0,True,GENERATED,0.01,True,float64,200-2600,35,SELECT-HIGHEST-TRANSMITTANCE,0.049836102251041375,1482.824951171875,0.13829670811419356,0.23018720651202138,839.424072265625,0.286958206963169,0.040151712764819325,1549.879150390625,0.12380972573806315,79130769,307257,136766,53643,0.28172512853909215,0.14863674147963424,0.19460230106891052,0.10778915979793677,0,175,0,167,1.0,6184400,28005,112230,39955,0.26254230048953575,0.58791936433196,0.3629880306161848,0.2217381652699928,29327250,116047,24536,13688,0.3580996232733361,0.10550738042933673,0.1629921588006597,0.08872698044350526
MAG1C_TILE_SAMPLED-0.01,300.0,True,GENERATED,0.01,True,float64,200-2600,35,SELECT-HIGHEST-TRANSMITTANCE,0.05083359814546512,1407.0679931640625,0.14023428508197208,0.22178146831548182,858.1735229492188,0.29328442679350747,0.04036909959673097,1508.709228515625,0.12580714128158174,79042670,395356,124962,65447,0.34371799652327356,0.14202815519864237,0.20100059581211646,0.11172910638225227,0,175,0,167,1.0,6173452,38953,102810,49375,0.3244406478956533,0.558996014853727,0.4105807170506376,0.25832121294562044,29292859,150438,22152,16072,0.4204688154039347,0.09652273136748543,0.15700372190256626,0.08518938630990873
CEM,0.004,True,-,-,True,float64,200-2600,90,SELECT-HIGHEST-VARIANCE,0.07846266437880499,0.012713599018752575,0.16257272330821665,0.21328424821345315,0.008162389509379864,0.26795438706270425,0.1170740230611472,0.014307265169918537,0.21784018465445534,78891930,546096,117118,73291,0.3849135282470892,0.11832828264073995,0.18101102005937297,0.09951188382970924,0,175,0,167,1.0,6149981,62424,101262,50923,0.3346124782337287,0.44926641199149514,0.383554524501755,0.23728268618743856,29235209,208088,15856,22368,0.5851820845542067,0.09705974242371646,0.16650290308173293,0.09081165351261815
MF,0.004,True,-,-,True,float64,200-2600,90,SELECT-HIGHEST-VARIANCE,0.10592094326888832,0.012439663521945477,0.1633656046395056,0.25531192508956,0.008172671310603619,0.26809315381474463,0.11937380453907813,0.014421372674405575,0.22029072376343864,78887841,550185,117140,73269,0.4241973856277802,0.15725797815899273,0.2294532903427411,0.09893274857749321,0,175,0,167,1.0,6150000,62405,101391,50794,0.37587147222130957,0.5300260370819937,0.43983268488474014,0.2367025490470199,29230850,212447,15749,22475,0.5879813729593972,0.09567005218753459,0.16456400606269178,0.08965935429307738
ACE,0.03,True,-,-,True,float64,200-2600,90,SELECT-HIGHEST-VARIANCE,0.12183708648792083,0.12413489073514938,0.12696047467159954,0.21132576695510477,0.06583922356367111,0.18167463810402054,0.16548525475459464,0.1408434957265854,0.23635991587683552,79251523,186503,149281,41128,0.2779017798528431,0.2305614256770005,0.2520277961677867,0.10911830878295199,0,175,0,167,1.0,6199931,12474,126472,25713,0.22895160495449618,0.7757542023822777,0.3535565702688991,0.15615909242738021,29377569,65728,22809,15415,0.4032806613645877,0.1899732570893361,0.25827908886040524,0.1482895951977836
MAG1C_TILE,300.0,True,GENERATED,0.01,True,float64,200-2600,90,SELECT-HIGHEST-VARIANCE,0.14761153278216602,1106.46728515625,0.25016031678572276,0.389490159415537,694.3223266601562,0.4196830058061404,0.12109278824262742,1159.48291015625,0.2333915885025917,79125140,312886,106291,84118,0.44177533624986215,0.21188199615117229,0.28640156074176093,0.1671345830973882,0,175,0,167,1.0,6186529,25876,90719,61466,0.40389000229983246,0.7037393235785762,0.5132281538198199,0.34519630913001725,29331375,111922,15572,22652,0.5926119715362076,0.16832374752924043,0.26217896040463434,0.15086648994978222
MAG1C_TILE_SAMPLED-0.01,300.0,True,GENERATED,0.01,True,float64,200-2600,90,SELECT-HIGHEST-VARIANCE,0.12763220787543764,1141.9498291015625,0.23809242234220657,0.37168972694086216,747.5066528320312,0.41108531751057725,0.1102315342624609,1215.0501708984375,0.2268520501680161,78944271,493755,88270,102139,0.5364189717922997,0.1714046457927081,0.2597955241172932,0.1492902286586257,0,175,0,167,1.0,6165731,46674,76043,76142,0.5003252620166245,0.6199680823345493,0.5537579863345952,0.38289441262402,29258034,185263,12227,25997,0.6801224361657597,0.1230568967149484,0.20840615029420723,0.11632443945285408
